订单号,产品码,消费日期,产品说明,数量,单价,用户码,城市
576364,23014,5/15/2021 17:40,产品说明掩码,2,3.95,15009,北京
576364,22087,5/15/2021 17:40,产品说明掩码,4,2.95,15009,北京
576364,22089,5/15/2021 17:40,产品说明掩码,4,2.95,15009,北京
576364,85032B,5/15/2021 17:40,产品说明掩码,4,0.65,15009,北京
576364,85032A,5/15/2021 17:40,产品说明掩码,3,0.65,15009,北京
576364,85032C,5/15/2021 17:40,产品说明掩码,5,0.65,15009,北京
576364,82583,5/15/2021 17:40,产品说明掩码,3,2.1,15009,北京
576364,21770,5/15/2021 17:40,产品说明掩码,1,4.95,15009,北京
576364,84663A,5/15/2021 17:40,产品说明掩码,4,0.79,15009,北京
576364,22219,5/15/2021 17:40,产品说明掩码,6,0.85,15009,北京
576364,84375,5/15/2021 17:40,产品说明掩码,2,2.1,15009,北京
576364,84988,5/15/2021 17:40,产品说明掩码,2,1.45,15009,北京
576364,21974,5/15/2021 17:40,产品说明掩码,2,1.45,15009,北京
576364,22139,5/15/2021 17:40,产品说明掩码,2,4.95,15009,北京
576370,22382,5/16/2021 8:00,产品说明掩码,20,1.65,15981,广州
576370,22385,5/16/2021 8:00,产品说明掩码,20,2.08,15981,广州
576370,23209,5/16/2021 8:00,产品说明掩码,20,1.65,15981,广州
576370,23208,5/16/2021 8:00,产品说明掩码,20,1.65,15981,广州
576370,23205,5/16/2021 8:00,产品说明掩码,20,0.85,15981,广州
576370,23204,5/16/2021 8:00,产品说明掩码,20,0.85,15981,广州
576370,23203,5/16/2021 8:00,产品说明掩码,40,2.08,15981,广州
576370,23202,5/16/2021 8:00,产品说明掩码,40,2.08,15981,广州
576370,23201,5/16/2021 8:00,产品说明掩码,40,2.08,15981,广州
576370,23014,5/16/2021 8:00,产品说明掩码,8,3.95,15981,广州
576370,23013,5/16/2021 8:00,产品说明掩码,8,3.95,15981,广州
576370,23012,5/16/2021 8:00,产品说明掩码,8,3.95,15981,广州
576370,21977,5/16/2021 8:00,产品说明掩码,24,0.55,15981,广州
576370,21975,5/16/2021 8:00,产品说明掩码,24,0.55,15981,广州
576370,21212,5/16/2021 8:00,产品说明掩码,24,0.55,15981,广州
576372,22302,5/16/2021 8:32,产品说明掩码,12,2.55,15144,北京
576372,22349,5/16/2021 8:32,产品说明掩码,6,3.75,15144,北京
576372,22350,5/16/2021 8:32,产品说明掩码,6,2.55,15144,北京
576372,85099B,5/16/2021 8:32,产品说明掩码,20,2.08,15144,北京
576372,23202,5/16/2021 8:32,产品说明掩码,20,2.08,15144,北京
576372,21931,5/16/2021 8:32,产品说明掩码,20,2.08,15144,北京
576372,22112,5/16/2021 8:32,产品说明掩码,24,4.25,15144,北京
576372,22835,5/16/2021 8:32,产品说明掩码,8,4.95,15144,北京
576372,23356,5/16/2021 8:32,产品说明掩码,12,5.95,15144,北京
576372,23200,5/16/2021 8:32,产品说明掩码,20,2.08,15144,北京
576372,23199,5/16/2021 8:32,产品说明掩码,10,2.08,15144,北京
576372,22865,5/16/2021 8:32,产品说明掩码,24,2.1,15144,北京
576372,23570,5/16/2021 8:32,产品说明掩码,12,1.25,15144,北京
576372,22561,5/16/2021 8:32,产品说明掩码,12,1.65,15144,北京
576372,22693,5/16/2021 8:32,产品说明掩码,24,1.25,15144,北京
576372,23084,5/16/2021 8:32,产品说明掩码,24,1.79,15144,北京
576372,23121,5/16/2021 8:32,产品说明掩码,24,0.42,15144,北京
576372,23301,5/16/2021 8:32,产品说明掩码,12,1.65,15144,北京
576372,23300,5/16/2021 8:32,产品说明掩码,12,1.65,15144,北京
576372,23302,5/16/2021 8:32,产品说明掩码,12,1.65,15144,北京
576378,22993,5/16/2021 9:15,产品说明掩码,12,1.25,15628,苏州
576378,23322,5/16/2021 9:15,产品说明掩码,12,2.95,15628,苏州
576378,22577,5/16/2021 9:15,产品说明掩码,48,0.29,15628,苏州
576378,21733,5/16/2021 9:15,产品说明掩码,6,2.95,15628,苏州
576378,22077,5/16/2021 9:15,产品说明掩码,12,1.95,15628,苏州
576378,20972,5/16/2021 9:15,产品说明掩码,12,1.25,15628,苏州
576378,23157,5/16/2021 9:15,产品说明掩码,12,2.08,15628,苏州
576378,22138,5/16/2021 9:15,产品说明掩码,3,4.95,15628,苏州
576378,22379,5/16/2021 9:15,产品说明掩码,5,2.1,15628,苏州
576378,22470,5/16/2021 9:15,产品说明掩码,12,2.95,15628,苏州
576378,20971,5/16/2021 9:15,产品说明掩码,12,1.25,15628,苏州
576378,23284,5/16/2021 9:15,产品说明掩码,4,8.25,15628,苏州
576378,22909,5/16/2021 9:15,产品说明掩码,12,0.85,15628,苏州
576378,23301,5/16/2021 9:15,产品说明掩码,12,1.65,15628,苏州
576378,23321,5/16/2021 9:15,产品说明掩码,12,1.65,15628,苏州
576380,22534,5/16/2021 9:23,产品说明掩码,24,0.42,15419,成都
576380,23310,5/16/2021 9:23,产品说明掩码,36,0.42,15419,成都
576380,22421,5/16/2021 9:23,产品说明掩码,100,0.36,15419,成都
576380,20975,5/16/2021 9:23,产品说明掩码,24,0.65,15419,成都
576380,84029E,5/16/2021 9:23,产品说明掩码,4,4.25,15419,成都
576380,21985,5/16/2021 9:23,产品说明掩码,24,0.39,15419,成都
576380,22646,5/16/2021 9:23,产品说明掩码,12,1.45,15419,成都
576380,21155,5/16/2021 9:23,产品说明掩码,6,2.55,15419,成都
576387,22274,5/16/2021 9:55,产品说明掩码,6,2.95,15582,成都
576387,22271,5/16/2021 9:55,产品说明掩码,6,2.95,15582,成都
576387,22568,5/16/2021 9:55,产品说明掩码,4,3.75,15582,成都
576387,20969,5/16/2021 9:55,产品说明掩码,4,3.75,15582,成都
576387,22445,5/16/2021 9:55,产品说明掩码,6,2.95,15582,成都
576387,23569,5/16/2021 9:55,产品说明掩码,4,4.95,15582,成都
576387,84592,5/16/2021 9:55,产品说明掩码,6,2.95,15582,成都
576387,85099B,5/16/2021 9:55,产品说明掩码,10,2.08,15582,成都
576392,21927,5/16/2021 10:17,产品说明掩码,12,1.25,15105,北京
576392,21926,5/16/2021 10:17,产品说明掩码,12,1.25,15105,北京
576392,20836,5/16/2021 10:17,产品说明掩码,12,0.83,15105,北京
576392,23394,5/16/2021 10:17,产品说明掩码,24,3.75,15105,北京
576392,23395,5/16/2021 10:17,产品说明掩码,24,3.75,15105,北京
576392,23396,5/16/2021 10:17,产品说明掩码,30,3.75,15105,北京
576398,21485,5/16/2021 10:48,产品说明掩码,6,4.95,15758,苏州
576398,22112,5/16/2021 10:48,产品说明掩码,6,4.95,15758,苏州
576398,21481,5/16/2021 10:48,产品说明掩码,4,3.75,15758,苏州
576398,22110,5/16/2021 10:48,产品说明掩码,6,2.55,15758,苏州
576398,22111,5/16/2021 10:48,产品说明掩码,6,4.95,15758,苏州
576398,22113,5/16/2021 10:48,产品说明掩码,8,4.25,15758,苏州
576398,84029G,5/16/2021 10:48,产品说明掩码,4,4.25,15758,苏州
576398,23356,5/16/2021 10:48,产品说明掩码,3,5.95,15758,苏州
576398,21479,5/16/2021 10:48,产品说明掩码,4,4.25,15758,苏州
576403,23129,5/16/2021 10:56,产品说明掩码,4,4.15,15214,上海
576403,22309,5/16/2021 10:56,产品说明掩码,6,2.55,15214,上海
576403,90067A,5/16/2021 10:56,产品说明掩码,6,2.95,15214,上海
576403,90186B,5/16/2021 10:56,产品说明掩码,6,2.95,15214,上海
576403,72741,5/16/2021 10:56,产品说明掩码,9,1.45,15214,上海
576403,22944,5/16/2021 10:56,产品说明掩码,72,0.39,15214,上海
C576409,23079,5/16/2021 11:20,产品说明掩码,-4,8.95,15298,上海
576512,22823,5/16/2021 12:09,产品说明掩码,4,110,15524,成都
576513,71053,5/16/2021 12:10,产品说明掩码,8,3.75,14715,北京
576513,23407,5/16/2021 12:10,产品说明掩码,2,9.95,14715,北京
576513,22465,5/16/2021 12:10,产品说明掩码,6,1.65,14715,北京
576513,22636,5/16/2021 12:10,产品说明掩码,3,8.5,14715,北京
576513,82551,5/16/2021 12:10,产品说明掩码,3,1.45,14715,北京
576513,82552,5/16/2021 12:10,产品说明掩码,1,1.45,14715,北京
576513,16045,5/16/2021 12:10,产品说明掩码,100,0.04,14715,北京
576513,84032A,5/16/2021 12:10,产品说明掩码,1,2.95,14715,北京
576513,23546,5/16/2021 12:10,产品说明掩码,25,0.42,14715,北京
576513,23553,5/16/2021 12:10,产品说明掩码,1,12.5,14715,北京
576513,21705,5/16/2021 12:10,产品说明掩码,6,1.65,14715,北京
576513,23298,5/16/2021 12:10,产品说明掩码,1,4.95,14715,北京
576513,22435,5/16/2021 12:10,产品说明掩码,3,1.25,14715,北京
576513,47566,5/16/2021 12:10,产品说明掩码,3,4.95,14715,北京
576513,22847,5/16/2021 12:10,产品说明掩码,1,16.95,14715,北京
576513,23084,5/16/2021 12:10,产品说明掩码,6,2.08,14715,北京
576513,84029E,5/16/2021 12:10,产品说明掩码,2,4.25,14715,北京
576513,84032B,5/16/2021 12:10,产品说明掩码,1,2.95,14715,北京
576513,16016,5/16/2021 12:10,产品说明掩码,20,0.85,14715,北京
576513,23078,5/16/2021 12:10,产品说明掩码,20,1.25,14715,北京
576513,22041,5/16/2021 12:10,产品说明掩码,5,2.55,14715,北京
576513,21137,5/16/2021 12:10,产品说明掩码,6,3.75,14715,北京
576538,23555,5/16/2021 12:42,产品说明掩码,1,12.5,14725,北京
576538,23558,5/16/2021 12:42,产品说明掩码,1,12.5,14725,北京
576538,23556,5/16/2021 12:42,产品说明掩码,1,12.5,14725,北京
576538,23554,5/16/2021 12:42,产品说明掩码,1,12.5,14725,北京
576538,23553,5/16/2021 12:42,产品说明掩码,1,12.5,14725,北京
576538,21484,5/16/2021 12:42,产品说明掩码,1,4.25,14725,北京
576538,23558,5/16/2021 12:42,产品说明掩码,1,12.5,14725,北京
576538,23557,5/16/2021 12:42,产品说明掩码,1,12.5,14725,北京
576538,23556,5/16/2021 12:42,产品说明掩码,1,12.5,14725,北京
576538,23555,5/16/2021 12:42,产品说明掩码,1,12.5,14725,北京
576538,23553,5/16/2021 12:42,产品说明掩码,1,12.5,14725,北京
576538,23554,5/16/2021 12:42,产品说明掩码,1,12.5,14725,北京
576538,22029,5/16/2021 12:42,产品说明掩码,12,0.42,14725,北京
576538,72800B,5/16/2021 12:42,产品说明掩码,1,2.55,14725,北京
576538,22111,5/16/2021 12:42,产品说明掩码,1,4.95,14725,北京
576538,23356,5/16/2021 12:42,产品说明掩码,2,5.95,14725,北京
576538,22467,5/16/2021 12:42,产品说明掩码,1,2.55,14725,北京
576538,84030E,5/16/2021 12:42,产品说明掩码,1,4.25,14725,北京
576538,21888,5/16/2021 12:42,产品说明掩码,1,3.75,14725,北京
576538,22970,5/16/2021 12:42,产品说明掩码,1,2.55,14725,北京
576538,85114B,5/16/2021 12:42,产品说明掩码,6,1.65,14725,北京
576538,84031A,5/16/2021 12:42,产品说明掩码,1,4.65,14725,北京
576538,21479,5/16/2021 12:42,产品说明掩码,2,4.25,14725,北京
576538,21481,5/16/2021 12:42,产品说明掩码,2,3.75,14725,北京
576538,22781,5/16/2021 12:42,产品说明掩码,1,7.65,14725,北京
576538,21034,5/16/2021 12:42,产品说明掩码,1,0.95,14725,北京
576538,20973,5/16/2021 12:42,产品说明掩码,24,0.65,14725,北京
576538,23367,5/16/2021 12:42,产品说明掩码,24,0.65,14725,北京
576538,20975,5/16/2021 12:42,产品说明掩码,24,0.65,14725,北京
576538,23365,5/16/2021 12:42,产品说明掩码,120,0.65,14725,北京
576538,20996,5/16/2021 12:42,产品说明掩码,24,0.19,14725,北京
576538,21576,5/16/2021 12:42,产品说明掩码,5,2.25,14725,北京
576538,21577,5/16/2021 12:42,产品说明掩码,5,2.25,14725,北京
576538,23077,5/16/2021 12:42,产品说明掩码,20,1.25,14725,北京
576538,23076,5/16/2021 12:42,产品说明掩码,20,1.25,14725,北京
576538,23078,5/16/2021 12:42,产品说明掩码,20,1.25,14725,北京
576538,22418,5/16/2021 12:42,产品说明掩码,24,0.85,14725,北京
576538,22610,5/16/2021 12:42,产品说明掩码,36,0.19,14725,北京
576538,16236,5/16/2021 12:42,产品说明掩码,56,0.21,14725,北京
576538,21833,5/16/2021 12:42,产品说明掩码,12,1.69,14725,北京
576538,85049A,5/16/2021 12:42,产品说明掩码,24,1.25,14725,北京
576538,22197,5/16/2021 12:42,产品说明掩码,30,0.85,14725,北京
576538,23205,5/16/2021 12:42,产品说明掩码,10,0.85,14725,北京
576538,23204,5/16/2021 12:42,产品说明掩码,10,0.85,14725,北京
576538,22355,5/16/2021 12:42,产品说明掩码,10,0.85,14725,北京
576538,47591D,5/16/2021 12:42,产品说明掩码,10,1.95,14725,北京
576538,22367,5/16/2021 12:42,产品说明掩码,10,1.95,14725,北京
576538,72800E,5/16/2021 12:42,产品说明掩码,4,2.55,14725,北京
576538,72800D,5/16/2021 12:42,产品说明掩码,2,2.55,14725,北京
576538,72800B,5/16/2021 12:42,产品说明掩码,4,2.55,14725,北京
576538,21479,5/16/2021 12:42,产品说明掩码,10,4.25,14725,北京
576538,22110,5/16/2021 12:42,产品说明掩码,10,2.55,14725,北京
576557,22064,5/16/2021 13:07,产品说明掩码,6,1.65,14714,北京
576557,22851,5/16/2021 13:07,产品说明掩码,2,0.85,14714,北京
576557,23321,5/16/2021 13:07,产品说明掩码,1,1.65,14714,北京
576557,23333,5/16/2021 13:07,产品说明掩码,3,1.25,14714,北京
576557,23332,5/16/2021 13:07,产品说明掩码,2,1.65,14714,北京
576557,84991,5/16/2021 13:07,产品说明掩码,192,0.42,14714,北京
576557,21232,5/16/2021 13:07,产品说明掩码,12,1.25,14714,北京
576557,37446,5/16/2021 13:07,产品说明掩码,8,1.45,14714,北京
576557,85066,5/16/2021 13:07,产品说明掩码,1,12.75,14714,北京
576557,37449,5/16/2021 13:07,产品说明掩码,2,9.95,14714,北京
576559,22360,5/16/2021 13:19,产品说明掩码,1,2.95,14711,北京
576559,22360,5/16/2021 13:19,产品说明掩码,1,2.95,14711,北京
576559,22360,5/16/2021 13:19,产品说明掩码,1,2.95,14711,北京
576559,23256,5/16/2021 13:19,产品说明掩码,1,4.15,14711,北京
576559,82551,5/16/2021 13:19,产品说明掩码,5,1.45,14711,北京
576559,82552,5/16/2021 13:19,产品说明掩码,3,1.45,14711,北京
576559,84596B,5/16/2021 13:19,产品说明掩码,1,0.42,14711,北京
576559,23151,5/16/2021 13:19,产品说明掩码,1,2.49,14711,北京
576559,22601,5/16/2021 13:19,产品说明掩码,1,0.85,14711,北京
576559,22579,5/16/2021 13:19,产品说明掩码,3,0.29,14711,北京
576559,22367,5/16/2021 13:19,产品说明掩码,2,1.95,14711,北京
576559,23184,5/16/2021 13:19,产品说明掩码,2,4.95,14711,北京
576559,23312,5/16/2021 13:19,产品说明掩码,3,4.15,14711,北京
576559,22910,5/16/2021 13:19,产品说明掩码,2,2.95,14711,北京
576559,23130,5/16/2021 13:19,产品说明掩码,2,4.15,14711,北京
576559,22941,5/16/2021 13:19,产品说明掩码,2,8.5,14711,北京
576559,23481,5/16/2021 13:19,产品说明掩码,1,1.25,14711,北京
576559,23482,5/16/2021 13:19,产品说明掩码,1,1.65,14711,北京
576559,23143,5/16/2021 13:19,产品说明掩码,1,10.4,14711,北京
576559,35953,5/16/2021 13:19,产品说明掩码,5,0.39,14711,北京
576559,84836,5/16/2021 13:19,产品说明掩码,2,1.25,14711,北京
576559,22577,5/16/2021 13:19,产品说明掩码,5,0.29,14711,北京
576559,23103,5/16/2021 13:19,产品说明掩码,1,1.65,14711,北京
576559,22579,5/16/2021 13:19,产品说明掩码,2,0.29,14711,北京
576559,22601,5/16/2021 13:19,产品说明掩码,2,0.85,14711,北京
576559,23330,5/16/2021 13:19,产品说明掩码,5,1.25,14711,北京
576559,23103,5/16/2021 13:19,产品说明掩码,1,1.65,14711,北京
576559,22429,5/16/2021 13:19,产品说明掩码,2,4.25,14711,北京
576559,22839,5/16/2021 13:19,产品说明掩码,1,14.95,14711,北京
576559,84879,5/16/2021 13:19,产品说明掩码,8,1.69,14711,北京
576559,23151,5/16/2021 13:19,产品说明掩码,1,2.49,14711,北京
576559,22601,5/16/2021 13:19,产品说明掩码,1,0.85,14711,北京
576559,22624,5/16/2021 13:19,产品说明掩码,1,8.5,14711,北京
576559,22467,5/16/2021 13:19,产品说明掩码,4,2.55,14711,北京
576559,22768,5/16/2021 13:19,产品说明掩码,1,9.95,14711,北京
576559,23570,5/16/2021 13:19,产品说明掩码,1,1.25,14711,北京
576559,23461,5/16/2021 13:19,产品说明掩码,1,4.15,14711,北京
576559,23598,5/16/2021 13:19,产品说明掩码,3,2.95,14711,北京
576559,23465,5/16/2021 13:19,产品说明掩码,1,8.25,14711,北京
576559,23453,5/16/2021 13:19,产品说明掩码,4,1.95,14711,北京
576559,84946,5/16/2021 13:19,产品说明掩码,6,1.25,14711,北京
576559,85123A,5/16/2021 13:19,产品说明掩码,2,2.95,14711,北京
576559,21733,5/16/2021 13:19,产品说明掩码,2,2.95,14711,北京
576559,23397,5/16/2021 13:19,产品说明掩码,2,9.95,14711,北京
576559,23394,5/16/2021 13:19,产品说明掩码,1,3.75,14711,北京
576559,23395,5/16/2021 13:19,产品说明掩码,1,3.75,14711,北京
C576561,23089,5/16/2021 13:22,产品说明掩码,-1,1.65,15311,上海
C576561,22778,5/16/2021 13:22,产品说明掩码,-3,3.39,15311,上海
C576561,21530,5/16/2021 13:22,产品说明掩码,-1,0.79,15311,上海
C576561,21314,5/16/2021 13:22,产品说明掩码,-2,1.85,15311,上海
C576561,75049L,5/16/2021 13:22,产品说明掩码,-3,0.85,15311,上海
C576561,22845,5/16/2021 13:22,产品说明掩码,-1,5.55,15311,上海
C576561,22681,5/16/2021 13:22,产品说明掩码,-1,1.06,15311,上海
C576561,21559,5/16/2021 13:22,产品说明掩码,-1,2.1,15311,上海
C576561,23146,5/16/2021 13:22,产品说明掩码,-1,2.89,15311,上海
C576561,23275,5/16/2021 13:22,产品说明掩码,-4,1.04,15311,上海
C576561,22386,5/16/2021 13:22,产品说明掩码,-2,1.79,15311,上海
C576561,21929,5/16/2021 13:22,产品说明掩码,-1,1.79,15311,上海
C576561,22411,5/16/2021 13:22,产品说明掩码,-2,1.79,15311,上海
576564,21439,5/16/2021 13:32,产品说明掩码,24,1.25,15311,上海
576564,15056P,5/16/2021 13:32,产品说明掩码,1,5.95,15311,上海
576564,21987,5/16/2021 13:32,产品说明掩码,2,0.65,15311,上海
576564,84347,5/16/2021 13:32,产品说明掩码,7,2.55,15311,上海
576564,22065,5/16/2021 13:32,产品说明掩码,6,0.39,15311,上海
576564,82486,5/16/2021 13:32,产品说明掩码,12,8.15,15311,上海
576564,20685,5/16/2021 13:32,产品说明掩码,10,7.08,15311,上海
576564,22227,5/16/2021 13:32,产品说明掩码,8,0.65,15311,上海
576564,23271,5/16/2021 13:32,产品说明掩码,5,0.83,15311,上海
576564,22333,5/16/2021 13:32,产品说明掩码,5,1.65,15311,上海
576564,21159,5/16/2021 13:32,产品说明掩码,2,0.39,15311,上海
576564,47559B,5/16/2021 13:32,产品说明掩码,2,1.25,15311,上海
576564,20829,5/16/2021 13:32,产品说明掩码,4,2.1,15311,上海
576564,23397,5/16/2021 13:32,产品说明掩码,1,9.95,15311,上海
576564,48187,5/16/2021 13:32,产品说明掩码,1,8.25,15311,上海
576572,21731,5/16/2021 13:49,产品说明掩码,7,1.65,15514,成都
576572,23084,5/16/2021 13:49,产品说明掩码,192,1.79,15514,成都
576581,23343,5/16/2021 14:15,产品说明掩码,10,2.08,15955,广州
576581,23353,5/16/2021 14:15,产品说明掩码,12,0.83,15955,广州
576581,23319,5/16/2021 14:15,产品说明掩码,6,2.49,15955,广州
576581,84879,5/16/2021 14:15,产品说明掩码,16,1.69,15955,广州
576581,23414,5/16/2021 14:15,产品说明掩码,3,9.95,15955,广州
576581,79321,5/16/2021 14:15,产品说明掩码,8,5.75,15955,广州
576581,23199,5/16/2021 14:15,产品说明掩码,10,2.08,15955,广州
576581,23200,5/16/2021 14:15,产品说明掩码,10,2.08,15955,广州
576581,23204,5/16/2021 14:15,产品说明掩码,10,0.85,15955,广州
576581,23206,5/16/2021 14:15,产品说明掩码,10,1.65,15955,广州
576581,22720,5/16/2021 14:15,产品说明掩码,3,4.95,15955,广州
576581,23209,5/16/2021 14:15,产品说明掩码,10,1.65,15955,广州
576581,23681,5/16/2021 14:15,产品说明掩码,10,1.65,15955,广州
576581,23582,5/16/2021 14:15,产品说明掩码,10,2.08,15955,广州
576581,85099C,5/16/2021 14:15,产品说明掩码,20,2.08,15955,广州
576581,23581,5/16/2021 14:15,产品说明掩码,20,2.08,15955,广州
576581,23583,5/16/2021 14:15,产品说明掩码,10,1.65,15955,广州
576581,23202,5/16/2021 14:15,产品说明掩码,20,2.08,15955,广州
576581,23208,5/16/2021 14:15,产品说明掩码,10,1.65,15955,广州
576581,20724,5/16/2021 14:15,产品说明掩码,10,0.85,15955,广州
576581,20725,5/16/2021 14:15,产品说明掩码,10,1.65,15955,广州
576581,22384,5/16/2021 14:15,产品说明掩码,10,1.65,15955,广州
576581,20728,5/16/2021 14:15,产品说明掩码,10,1.65,15955,广州
576581,20727,5/16/2021 14:15,产品说明掩码,10,1.65,15955,广州
576581,22813,5/16/2021 14:15,产品说明掩码,12,1.95,15955,广州
576581,22382,5/16/2021 14:15,产品说明掩码,10,1.65,15955,广州
576581,23318,5/16/2021 14:15,产品说明掩码,6,2.49,15955,广州
576593,22349,5/16/2021 14:48,产品说明掩码,1,3.75,15720,苏州
576593,21833,5/16/2021 14:48,产品说明掩码,3,1.69,15720,苏州
576593,11001,5/16/2021 14:48,产品说明掩码,2,1.69,15720,苏州
576593,22487,5/16/2021 14:48,产品说明掩码,1,9.95,15720,苏州
576593,70007,5/16/2021 14:48,产品说明掩码,1,1.65,15720,苏州
576593,23513,5/16/2021 14:48,产品说明掩码,1,2.08,15720,苏州
576593,22181,5/16/2021 14:48,产品说明掩码,5,0.85,15720,苏州
576593,22737,5/16/2021 14:48,产品说明掩码,1,1.65,15720,苏州
576593,23340,5/16/2021 14:48,产品说明掩码,1,1.65,15720,苏州
576593,22639,5/16/2021 14:48,产品说明掩码,4,2.55,15720,苏州
576593,22196,5/16/2021 14:48,产品说明掩码,1,0.85,15720,苏州
576593,84341B,5/16/2021 14:48,产品说明掩码,4,0.38,15720,苏州
576593,23551,5/16/2021 14:48,产品说明掩码,3,0.39,15720,苏州
576593,20985,5/16/2021 14:48,产品说明掩码,1,1.25,15720,苏州
576593,22736,5/16/2021 14:48,产品说明掩码,1,1.65,15720,苏州
576593,22738,5/16/2021 14:48,产品说明掩码,1,1.65,15720,苏州
576593,22454,5/16/2021 14:48,产品说明掩码,1,2.95,15720,苏州
576593,23515,5/16/2021 14:48,产品说明掩码,1,2.08,15720,苏州
576593,23514,5/16/2021 14:48,产品说明掩码,1,2.08,15720,苏州
576593,22733,5/16/2021 14:48,产品说明掩码,1,1.25,15720,苏州
576593,22732,5/16/2021 14:48,产品说明掩码,1,1.25,15720,苏州
576593,22940,5/16/2021 14:48,产品说明掩码,1,4.25,15720,苏州
576593,22287,5/16/2021 14:48,产品说明掩码,2,0.39,15720,苏州
576593,22141,5/16/2021 14:48,产品说明掩码,1,2.1,15720,苏州
576593,22853,5/16/2021 14:48,产品说明掩码,2,3.25,15720,苏州
576593,23167,5/16/2021 14:48,产品说明掩码,4,0.83,15720,苏州
576593,23325,5/16/2021 14:48,产品说明掩码,6,1.65,15720,苏州
576593,21992,5/16/2021 14:48,产品说明掩码,1,1.25,15720,苏州
576593,84497,5/16/2021 14:48,产品说明掩码,1,3.75,15720,苏州
576593,21591,5/16/2021 14:48,产品说明掩码,4,1.25,15720,苏州
576593,20971,5/16/2021 14:48,产品说明掩码,1,1.25,15720,苏州
576593,23307,5/16/2021 14:48,产品说明掩码,1,0.55,15720,苏州
576593,21707,5/16/2021 14:48,产品说明掩码,1,4.95,15720,苏州
576593,23324,5/16/2021 14:48,产品说明掩码,4,2.08,15720,苏州
576593,21841,5/16/2021 14:48,产品说明掩码,1,4.25,15720,苏州
576593,21714,5/16/2021 14:48,产品说明掩码,3,1.25,15720,苏州
576593,22632,5/16/2021 14:48,产品说明掩码,1,2.1,15720,苏州
576593,22560,5/16/2021 14:48,产品说明掩码,2,1.25,15720,苏州
576593,21172,5/16/2021 14:48,产品说明掩码,1,1.45,15720,苏州
576593,22743,5/16/2021 14:48,产品说明掩码,1,2.95,15720,苏州
576593,23502,5/16/2021 14:48,产品说明掩码,1,1.25,15720,苏州
576593,22438,5/16/2021 14:48,产品说明掩码,3,1.95,15720,苏州
576593,22439,5/16/2021 14:48,产品说明掩码,2,0.65,15720,苏州
576593,23354,5/16/2021 14:48,产品说明掩码,2,0.83,15720,苏州
576593,23353,5/16/2021 14:48,产品说明掩码,3,0.83,15720,苏州
576593,22909,5/16/2021 14:48,产品说明掩码,2,0.85,15720,苏州
576593,84879,5/16/2021 14:48,产品说明掩码,2,1.69,15720,苏州
576593,22585,5/16/2021 14:48,产品说明掩码,3,1.25,15720,苏州
576593,23312,5/16/2021 14:48,产品说明掩码,2,4.15,15720,苏州
576593,22731,5/16/2021 14:48,产品说明掩码,4,1.25,15720,苏州
576593,23085,5/16/2021 14:48,产品说明掩码,6,10.4,15720,苏州
576593,22812,5/16/2021 14:48,产品说明掩码,2,1.95,15720,苏州
576593,21621,5/16/2021 14:48,产品说明掩码,2,8.5,15720,苏州
576593,23267,5/16/2021 14:48,产品说明掩码,1,1.25,15720,苏州
576593,23382,5/16/2021 14:48,产品说明掩码,2,3.75,15720,苏州
576593,22739,5/16/2021 14:48,产品说明掩码,3,1.65,15720,苏州
576593,22735,5/16/2021 14:48,产品说明掩码,2,1.65,15720,苏州
576593,21864,5/16/2021 14:48,产品说明掩码,1,2.1,15720,苏州
576593,20619,5/16/2021 14:48,产品说明掩码,1,2.1,15720,苏州
576593,23344,5/16/2021 14:48,产品说明掩码,2,2.08,15720,苏州
576593,23343,5/16/2021 14:48,产品说明掩码,3,2.08,15720,苏州
576593,21429,5/16/2021 14:48,产品说明掩码,1,1.95,15720,苏州
576593,22587,5/16/2021 14:48,产品说明掩码,1,0.85,15720,苏州
576593,22904,5/16/2021 14:48,产品说明掩码,2,2.95,15720,苏州
576593,84051,5/16/2021 14:48,产品说明掩码,10,0.85,15720,苏州
576593,23004,5/16/2021 14:48,产品说明掩码,1,0.42,15720,苏州
576593,22998,5/16/2021 14:48,产品说明掩码,1,0.42,15720,苏州
576593,22997,5/16/2021 14:48,产品说明掩码,2,0.42,15720,苏州
576593,22993,5/16/2021 14:48,产品说明掩码,4,1.25,15720,苏州
576593,22641,5/16/2021 14:48,产品说明掩码,1,2.55,15720,苏州
576593,22642,5/16/2021 14:48,产品说明掩码,1,2.55,15720,苏州
576593,22941,5/16/2021 14:48,产品说明掩码,1,8.5,15720,苏州
576593,22944,5/16/2021 14:48,产品说明掩码,30,0.39,15720,苏州
576593,23046,5/16/2021 14:48,产品说明掩码,2,6.65,15720,苏州
576593,22946,5/16/2021 14:48,产品说明掩码,1,16.95,15720,苏州
576593,21991,5/16/2021 14:48,产品说明掩码,1,1.25,15720,苏州
576593,22960,5/16/2021 14:48,产品说明掩码,2,4.25,15720,苏州
576593,23196,5/16/2021 14:48,产品说明掩码,2,1.45,15720,苏州
576593,23198,5/16/2021 14:48,产品说明掩码,2,1.45,15720,苏州
576593,23543,5/16/2021 14:48,产品说明掩码,2,8.25,15720,苏州
576593,23536,5/16/2021 14:48,产品说明掩码,2,5.95,15720,苏州
576593,23542,5/16/2021 14:48,产品说明掩码,2,8.25,15720,苏州
576593,23583,5/16/2021 14:48,产品说明掩码,1,1.65,15720,苏州
